Comentário,notaPositiva,notaNegativa,Sentimento
Esperando aqui sentado o Estadão a Globo a UOL fazer a investigação e falar que os meninos que fizeram isso são ligados ao Bolsonaro. .,2,-3,negativo
"Quanta violência Deus! Oremos por essas pessoas que estão passando por essa tragédia hoje, os dias são maus mais Deus vai mandar socorro",1,-4,negativo
TOMA A POSSE DE ARMA EM CASA,1,-1,neutro
"pooo, libera mais arma ai!!!",1,-1,neutro
"Ainda bem que esses 02 adolescentes não portavam liquidificadores.

Poderia ter sido pior!!!

🤦‍♂️",2,-3,negativo
"Não temos segurança ,imagina nós armados?",2,-1,positivo
O Sr Jair ensina fazer #arminha com a mão,1,-1,neutro
E o desarmamento não resolveu em NADA!,2,-2,neutro
"Com mais armas teremos mais segurança, assim disse Mijair",2,-1,positivo
Até isso copiamos dos Estados Unidos. É triste. Muito triste.,1,-4,negativo
Nossa... como armamento é maravilhoso,3,-1,positivo
Influência de Bolsonaro. Com certeza.,1,-1,neutro
libera armas que resolve,2,-1,positivo
Alguem se lembra do que aconteceu no Rio em2011 ? Então...,1,-1,neutro
Não tinha ninguem armado na escola para abater esses loucos? Foi o que eu pensei.,2,-2,neutro
"Se as armas tivessem registro, o caso não aconteceria?",1,-1,neutro
Estatuto do desarmamento super eficaz 👏🏻👏🏻,3,-2,positivo
Deus conforte todos os familiares e essas almas!😰😰😰,1,-1,neutro
"Caralho, tá parecendo EUA 😯😩",1,-3,negativo
Vi o vídeo no YouTube do interior da escola.....muito triste!!,1,-3,negativo
"Falta de temor a Deus nas famílias, que tragédia",1,-3,negativo
"Estados unidos, misericórdia senhor",1,-1,neutro
"""Se as crianças estivessem armadas, poderiam se defender."" ""Cidadão de bem"" comentando a matéria",2,-1,positivo
Adolescente um cara com vinte e cinco anos e piada,1,-3,negativo
"Com um liquidificador, vai vendo o perigo.",1,-2,negativo
"Fato triste, daqui a pouco vão associar o caso ao Presidente.",1,-3,negativo
Já pode colocar no conta de bolsanaro!,2,-1,positivo
"Muito triste , misericórdia meu Deus",1,-3,negativo
Será que vão culpar o Presidente também??,1,-3,negativo
Cancela 2019 que já deu. 😭,1,-2,negativo
https://encrypted-tbn0.gstatic.com/images?q=tbn%3AANd9GcRzcQHvmkg_LPklDaS_ti_dsFM8_09NLz9L8IcXPqlgr8KWunCZ,1,-1,neutro
"BOLSONARO 
TEM 
SEMPRE 
RAZÃO
🇧🇷🙃",1,-1,neutro
"senhor tem misericórdia dos nossos anjinhos 😭 
luto que mundo é esse que estamos vivendo jesus",1,-2,negativo
"Cada comentário, affs!!!",1,-1,neutro
Tirem esse presidente,1,-2,negativo
Libera mais arminha...👉🏼👉🏼👉🏼👉🏼👉🏼👉🏼,1,-1,neutro
Alô Gaviões...Jesus ainda esta Vivo ? 🤔,1,-1,neutro
Liquidificador é tão perigoso quanto uma arma,1,-2,negativo
10 alunos,1,-1,neutro
"Não são ""atiradores"".",1,-1,neutro
"Menor 
Idade
Penal 
🙄",1,-2,negativo
"Ahh mas se a escola tivesse cantando o hino e fazendo arminha com a mão, nada disso teria acontecido!!👉👉",1,-1,neutro
9 mortos,1,-4,negativo
Mais armas!,1,-1,neutro
Que triste 😔,1,-3,negativo
"Até quando, Senhor!😢",1,-1,neutro
Tristeza!!! muita tristeza,3,-3,neutro
"Rapaz é estranho: A equipe treinada na S.W.A.T não perceber o risco do ""Presidente"" morar ao lado de
Matador de aluguel! 
😎👉👌",1,-2,negativo
Demorou ...,1,-1,neutro
Thalita se a gente continuasse no barão,1,-1,neutro
Faz arminha,1,-1,neutro
E os “ suspeitos “?,1,-2,negativo
Meu Deus,1,-1,neutro
Triste!,1,-3,negativo
Misericórdia,1,-1,neutro
Vamos liberar as armas né Bolsonaro que a violência vai diminuir! Veja só as consequências de um país que não está preparado para o posse de armas!,1,-4,negativo
"“Certamente se os alunos estivessem armados e os professores tb, nada disso teria acontecido” by minions. 👍🏻🤦🏻‍♂️",1,-1,neutro
E com um presidente que faz apologia às armas a situação só tende a piorar.,1,-1,neutro
"Só foi Bolsonaro liberar as armas que começaram as atrocidades.. 

A não pera, essa notícia não é desse ano. 
http://g1.globo.com/Tragedia-em-Realengo/noticia/2011/04/atirador-entra-em-escola-em-realengo-mata-alunos-e-se-suicida.html",1,-1,neutro
adolescentes? kkkkkk,2,-1,positivo
É esse jogo free fire,2,-1,positivo
"Já estamos nos equiparando aos EUA como esse governo planeja. Criando um pesadelo para muitas famílias.
É esse tipo de sociabilidade que queremos? Os EUA são realmente um modelo a ser seguido?",3,-3,neutro
"Eu sei que se eu estivesse la o minimo que eu queria ter era uma arma para tentar me defender. Claro, uma legalizada e não tal como as usadas.",3,-2,positivo
Eleitores de Bolsonaro,1,-1,neutro
"Os caras se inspiraram no massacre de Columbine, vi um vídeo deles logo após se suicidarem, estão encapuzados, de preto, com machado na cinta, isso já foi premeditado. Tomara que estejam queimando no inferno!",1,-2,negativo
"Brasileiro não tem educação pra esperar em uma fila, imagina ter arma... Vai da certo SIM 👀👀",2,-1,positivo
"Arma é feita pra matar, e vocês querem o porte delas pra que???",3,-2,positivo
"É a banalização da violência. As pessoas estão se sentindo autorizadas a usar de violência com as outras. ""Abaixo o politicamente correto"".",1,-5,negativo
Na verdade é que a sociedade está dominada pelo ódio e isso está sendo repassado pelas futuras gerações! A tendência infelizmente é piorar! A falta de amor pelo próximo está sumindo e nem mesmo os atiradores estão com medo de morrer! Eles antes de se matarem querem deixar seu legado que nós vamos se auto destruir!,3,-4,negativo
Nessa hora eu torço pra que realmente exista inferno e eu queria ver o sofrimento desses dois😡,3,-4,negativo
Sabe aquele arrependimento de ter votado em Bolsonaro? Nunca tive!,1,-1,neutro
"Aos que já estão responsabilizando o atual governo pela chacina, vale lembrar que o pais ainda está sob a vigência do estatuto do desarmamento criado lelo PT e o Lula contra a vontade da maioria da população.",3,-2,positivo
Olha Flavia Wellington Igor Carreira 😢,1,-2,negativo
"Aroldo Oliveira
Paulo Peixoto",1,-1,neutro
"Parem de falar em legalização das armas. Crianças morreram, seu insensíveis. Foquem nas crianças. Vcs não tem coração. Podia ter sido com pessoas próximas a vcs. Já pararam pra pensar que o ódio desses atiradores podem ter se expandido por causa de discursos de ódio na internet? Discursos que estão sendo diariamente compartilhados por pessoas sem o mínimo de bom senso. Pense que qualquer um pode ser culpado de incitar a violência.",2,-4,negativo
Vitor Vitoria,1,-1,neutro
Michela De Queiroz,1,-1,neutro
Vanessa Freitas,1,-1,neutro
Joel Vicentini Drumtech,1,-1,neutro
Qualquer semelhança com os EUA é pura coincidência. Chegamos ao primeiro mundo! Que barbárie!,1,-2,negativo
"Nunca tivemos um ano com tanta tragédia em sequência. Esse grupo que temos no poder, que só pensa em arma e ódio, dá uma energia tão negativa. Fato.",2,-4,negativo
Columbine,1,-1,neutro
Deveria ter pelo menos 1 vigilante armado em cada Escola.,1,-2,negativo
Este é o governo do ódio. E só está começando,1,-4,negativo
Vamos LIBERAR as armas e fazer do Brasil um grande BANGUE - BANGUE ! Enquanto o MITO toma BANHO de XIXI !,3,-1,positivo
Advinhem o que motivou eles a fazerem isso...,1,-1,neutro
"Vamos ver agora se o prefeito vai forçar a segurança na cidade, há muito tempo a violência em Suzano vem crescendo",3,-4,negativo
"Mais uma tragédia que o desarmamento não impediu. E logo aparecerão os abutres da esquerda para fazer política em cima dos corpos dos alunos, pedindo desarmamento de dentro de seus condomínios fechados protegidos por seguranças armados. 

Que essas famílias sejam amparadas e encontrem conforto.",2,-3,negativo
MEU dEUS QUE HORROR,1,-1,neutro
A cultura da violência mostrando seus resultados....,1,-4,negativo
Esses Adolescentes não conheciam o Estatuto do Desarmamento?,1,-2,negativo
"Algumas pessoas ficam criticando a futura liberação das armas,porem se professores e funcionários pudessem ter armas,com certeza teriam ao menos uma chance de se defender!! Porque infelizmente quem quer realmente cometer um crime,consegue armas fácil na forma clandestina,mas o cidadão de bem ficam a mercê desses tipos de crimes!",2,-3,negativo
"Padrão EUA, logo isso vai acontecer com armas de grosso calibre, as regulações estão caindo e o mercado se abrindo.",1,-2,negativo
Era Bolsonariana.,1,-1,neutro
"Esse caso na hora me fez pensar que esses jovens atiradores. Será eles fruto do odio diario que nossa população perpetua como comum? Alguem para agir assim tem que ter o odio como princípio, será eles filhos do bullyings? Será eles filhos de preconceito? A motivação da escola de realengo foi esse vcs se lembram. De grao em grao o odio vira mortes.",3,-4,negativo
Bolsonaro acaba de dizer que se as crianças tivessem armas esta tragédia teria sido evitada,1,-3,negativo
adolescentes criminosos,1,-1,neutro
"Vitimas da sociedade 
Se forem presos. Logo serão soltos",1,-1,neutro
Tragédia de Columbine acontecendo no Brasil sem ter arma liberada. Vamos liberar arma sim que vai dar certo abiguinho.,1,-3,negativo
"Não vai dizer que os mandandantes são os vizinhos dos atiradores? como estão dizendo que o suposto matador da vereadora Mariele está ligado ao presidente Bolsonaro por ser seu vizinho,Estadão?!",1,-2,negativo
"Maior controle de armas ajudaria evitar esses atentados. 
Uma sociedade civil e "" digital"" com mais amor ao próximo ajudaria a combater esses ataques. 
Uma polícia competente, equipada e treinada evitaria esses ataques.
Mas as pessoas querem armas, destilam ódio e a polícia é ineficaz corrupta e corporativa a ponto de defender milicianos.
Além de um presidente incompetente a ponto de armas a população ao invés de fornecer segurança pública de qualidade.",3,-4,negativo
Brasil como sempre mostrando sua cara lá fora,1,-2,negativo
"Estadão pelo Amor né !! Adolecentes não, corrige aí !! Bandidos Armados, com armas ILEGAIS, assassinam a sangue frio crianças.",3,-2,positivo
"Armas não quer dizer nada. Quem quer matar usa corda, facão, pedra e até ateia fogo em creche com crianças dentro. Lembram da professora Heley da creche Gente Inocente?",2,-2,neutro
"sociedade doente...estamos vivendo uma calamidade de saude mental! crianças batendo em professores,escolas e postinhos sem atendimento psicologico,familias desestruturadas...",1,-3,negativo
"Pena de morte, prisão perpétua, cumprimento de 100% da pena em regime fechado. SÓ ASSIM A VIOLÊNCIA VAI DIMINUIR!
Fim da saidinha 
Fim da redução de pena 
Fim da visita íntima. 
Preso tem que trabalhar pra indenizar a vítima se sustentar e sustentar sua família. .
A HUMANIDADE SO RESPEITA O QUE TEME . O DESGRAÇADO TEM QUE PENSAR 1000 VEZES ANTES DE COMETER UM CRIME.",3,-4,negativo
Já vão falar que foi culpa do bolsonaro não é jornalistas de merda. Uma pergunta as armas usadas vieram de onde? Babacas,1,-4,negativo
É o Brasil do mito e do messias!,1,-1,neutro
"Brasil rumo a desgraça!

Em Suzano, pessoas mortas a tiros em escola, entre elas 5 crianças.

Isso é o resultado de um País, cujo representante faz campanha sistemática de armamento. As pessoas malucas, ganharam visibilidade.",1,-4,negativo
"pode puxar a ficha, quem é o mitos dessas duas criaturas ... vai lá pra ver ... esse presidente só inspira desgraça e coisa ruim",3,-2,positivo
"É difícil ter dúvidas de que é preciso ter QI negativo pra ser bolsominion, mas, caso você ainda as tenha, dê uma passada de olho nos comentários e confirme definitivamente.",1,-2,negativo
"É o efeito das ações e incentivos da famigerada familícia Bolsonazi. 
Eles, com seu tesão fora do normal por armas, incentiva o ódio e violência a quem pensa diferente!
Está aí o resultado, vocês que votaram no asno miliciano tem também culpa nisso!
Cenas como estas são muito comuns nos EUA, e aqui no Brasil veremos muito mais, pois temos um insano desequilibrado movido a ódio no comando do nosso país. 
Estão satisfeitos bolsominions, era esse país que vocês queriam?",3,-5,negativo
Isso só comprova que quem é mal intencionado vai ter uma arma de qualquer jeito.Qualquer um hoje consegue comprar uma arma de maneira muito mais fácil e barata que uma legalizada.,2,-3,negativo
"Por que esses desgraçados, não invadiram um Quartel de polícia?",1,-3,negativo
"Concerteza atirador era fã número 1 do bandido do Lula, adora a sigla do PT, matar roubar, e destruir os brasileiros, Bolsonaro tem razão",2,-3,negativo
"Já tem gente associando Bolsonaro ao massacre em Sasano. Abutres velozes! Mas não calculam que se houvessem professores armados e uma equipe de segurança bem preparada, os dois assassinos teriam sido parados a tempo.",2,-3,negativo
É tanto energia ruim que 2019 vai ser um ano cheio de desgraças.,1,-2,negativo
"Olha o tanto de fdp vindo fazer politicagem e pedir liberação de armas na matéria.
A humanidade deu errado demais.",1,-1,neutro
Em São Paulo cinco crianças mortas a tiros por dois adolescentes.E o jumento do presidente flexibilizou o uso de armas de fogo.,1,-4,negativo
"Sim senhores, vocês conseguiram. Colocaram UMA MILÍCIA no governo do país. Incitaram a violência, fizeram arminha com as mãos e acham que liberar armas num país de gente semi-analfabeta e altamente desigual parece uma boa ideia.Todos foram avisados. A ladeira é de 90º.",2,-4,negativo
Bolsodoria arminhaaa está na escola!!! Quanta hipocrisia desse canalha!!!,1,-2,negativo
"Mais armas é sinônimo de mais mortes!! Pq ainda tem gente que nega o óbvio?? Já sei, esses armamentistas querem mesmo é que mais pessoas morram!!",3,-4,negativo
"Efeito bozoasno, que incitou a violência como plano de governo.
Acabou a paz no Brasil. Satisfeitos bobominions?",2,-4,negativo
"Não importa de onde veio a arma, o que importa é não armar loucos num país regido por um lunatico",1,-2,negativo
Se tivesse seguranças armados com certeza iria evitar essa tragédia. Agora quero ver o mi mi mi dessa esquerdalha.,3,-3,neutro
"Faltou o título: Escola en que filhos de Bolsonaro estudaram, assassinaram um monte de crianças

#Estadaolixo",1,-2,negativo
“Adolescentes” leia-se bandidos pq teriam acabado de assaltar uma loja de carros....,1,-2,negativo
"Se tivesse seguranças armados na Escola tinha matado esses dois vagabundos, antes de matarem esses inocentes",2,-2,neutro
"Todas as armas é legalizadas que a melicia vende para eles ou eles roubam, bandidos não recebem arma só é autorizada para o exército ou adquirem nas fronteiras deixada as derivas para bandidos",2,-2,neutro
"Uma pessoa armada teria resolvido o problema do delinquente com machadinha e teria no mínimo complicado a solução do demente armado. 
Leis não seguram armas.
Armas seguram armas.",2,-4,negativo
"Eleitores do Boznaro contratiados atiram em alunos de esquerda. 
Agora, faz pose de arminha na mão e mostra que votou no Bozonaro.",1,-1,neutro
"Logo vem o Carlinhos Bozonaro e responde para um repórter: "" Ain se os alunos estivessem usando um fuzil M-16 nada disso teria acontecido segundo meu papis, no final ele gritou braZil acima de tudo e Laranjas acima de todos.",1,-4,negativo
Malditos sejam os eleitores de Bolsonaro que incentivou e liberou o uso de armas! O sangue destas mortes está em suas mãos!!,1,-4,negativo
"Vamos armar a população.. 
Se o ""professor tivesse armado"" não teria acontecido essa tragedia!! 
Logo os retardados vão falar!!

Meus sentimentos aos familiares..",1,-4,negativo
"Adolescentes porra nenhum 2 marginais, criminosos, homicidas mataram inúmeros numa escola",1,-2,negativo
"Certos indivíduos tudo possuído pelo demônio, estamos todos a mercê dessas tragédias com tantos indivíduos loucos por aí",1,-3,negativo
Adolescentes do PSOL,1,-1,neutro
"Arma foi feito para matar!

Arma não defende ninguém, só mata!

A FAMÍLIA BOZO usa armas porque gostam de elogiar milicianos, que matam.

Bozo!",4,-2,positivo
"O problema aqui é que não são ATIRADORES, são criminosos, assassinos, psicopatas. Mais a midia já fala que são atiradores. Alguem deveria esclarecer ao desarmamentistas!",1,-3,negativo
"Isso é resultado da doutrinação esgoto nefasta da esquerda durante esses últimos 13 anos: desrespeito a família, aos professores, consumir drogas é normal, agredir professores é normal, moral e cívica jogado no lixo, falta de patriotismo, isso nunca ocorreria num colégio militar.",2,-3,negativo
"Vamos liberar e fazer propaganda do uso de armas?! Continuem colocando na cabeça dos brasileiros, principalmente dos jovens, o discurso de ódio, que tudo se resolve na bala, fazendo sinal da arminha... Continuem! Vão se arrepender amargamente! Estou avisando para as pessoas que acreditam nos inconsequentes.",2,-4,negativo
Se tivesse com a segurança armada teriam matado os atiradores,2,-2,neutro
"Vcs realmente sao ingênuos se acreditam nisso de ""compra legal"". Uma vez que mais pessoas comprarem armas, mais armas estarao na mao de bandidos. É simples assim.",2,-2,neutro
Bolsonaro tem se pronunciar a respeito e da efetividade da posse de arma até então. Assassinos estão até almoçando com membros da família e nada de concreto até então.,3,-2,positivo
Mas meu vizinho esquerdalha disse que as armas são proibidas no Brasil e que o estatuto do desarmamento funciona sim 🤔🤔🤔,1,-2,negativo
"✅ A solução que o Bolsonaro deu para a tragédia de Realengo foi liberar as armas para acontecer mais e mais tragédias 
Essa que aconteceu hoje tem que colocar na conta do Bolsonaro, seus idolatras e os evangélicos cheios de ódio que o elegeram",2,-4,negativo
"... estes assassinatos vão para a conta do pt comunistas assassinos da ''pátria educadora'', na época do REGIME MILITAR éramos crianças e adolescentes saudáveis, jamais se podia imaginar uma coisa dessas, Podem CREDITAR NA CONTA DESTES PETISTAS DOS INFERNOS, DESGRAÇADOS.",2,-4,negativo
"O atirador era maior de 25 anos, tinha curso de tiro, passou por avaliação psicológica e não tinha antecedentes. Ah, o Lula é honesto e condenado injustamente e o pessoal do PSOL que pede a prisão dos assassinos de Marielle é a favor do rigor nas leis e a favor da redução da maioridade penal, além de criminalização das drogas... 🙄🙄🙄🙄🙄",2,-2,neutro
Já vão dizer que as armas e não os delinquentes mataram os alunos,1,-3,negativo
Segundo os bozos...se as crianças estivessem amadas não teria acontecido,3,-1,positivo
"Congresso tem seguranças armados, banco tem segurança, shopping tem seguranças, até puteito tem seguranças..... PORQUÊ DIABOS ESCOLAS NÃO TEM SEGURANÇAS??????",2,-2,neutro
"Se os professores tivessem liquidificadores na escola esta tragédia poderia ter sido evitada.

👉👉 Faz Arminha com a mão, talkei ?👈👈",1,-3,negativo
É melhor jair se acostumando...,2,-1,positivo
"Isso é culpa dos bolsominions que incentivaram liberar o porte de arma e culpa também das milicias de extrema direita que dá arma pra essa gente, pode por isso ai na conta dos bolsominions",2,-2,neutro
"😐👉👉 #QueFaseHeinBrasil
Defensores da liberação do porte e da posse de armas, essa é para vocês! 😐👉👉",1,-2,negativo
Agora se perguntem de quem esses assassinos eram eleitores para colecionar armas e ter uma mente doentia assim sobrecarregada de violência.,1,-4,negativo
A culpa é do Bolsonaro👉? e a Baleia Azul 🐋e do Bolsonaro também?🤔,1,-2,negativo
"Esquerda usando cadáveres como palanque em 3,2,1...",1,-2,negativo
Governo do ódio que libera armas dá nisso.🐴👉👌,1,-4,negativo
"😎👉🏻👉🏻 Faz arminha com a mão agora, bando de inúteis!!! 😢",1,-2,negativo
Isso não importa...quem mandou matar Marielle?,1,-2,negativo
Os babacas vão pôr a culpa no Bolsonaro.,1,-4,negativo
"O Brasil esta tao ridiculo , que ate as merdas la de fora estao sendo copiadas . Lamentavel isto acontecer no Brasil 😔😥
Triste vc ver seu filho ir para uma escola e depois saber que ele nunca mais ira voltar pra casa !!! 😔😔",1,-3,negativo
"Pelo amor de Deus, parem de falar um monte de MERDA.",3,-3,neutro
Adolescentes bandidos! Que bom que se mataram!,2,-2,neutro
"Adolescente assassinos, não?",1,-2,negativo
São bandidos menores criados no governo Lula e Dilma,1,-2,negativo
"Matéria mentirosa ! Cheia de ""s"" , estagiário burro !",1,-3,negativo
"Faz arminha, faz...capiroto desgraçado!",1,-3,negativo
"Adolescentes não, criminosos!",1,-1,neutro
"Armas...
Matam...
Só isso... 
Lamentável...",1,-3,negativo
"No primeiro comentário aqui, já me deu enjôo, que gente nojenta.",1,-3,negativo
"Armas só tem uma utilidade, matar.",1,-2,negativo
Deve ser algum desafio de adolescentes retardados!,1,-2,negativo
Foi o Bolsonaro!!! 🙃🙃🙃🙃... LIXOS,1,-2,negativo
Petralhas matando afff,1,-2,negativo
Se os funcionários da escola tivessem armas isso não teria acontecido de entrar encapuzados,1,-1,neutro
"Fake
Foram 8 mortos",1,-4,negativo
"Por que a culpa é do Bolsonaro e não dos atiradores ou de ambos? E os casos passados, na escola do RJ e no cinema em SP é culpa do governo Lula e Dilma? 
Me convençam sem textão, pois a verdade é muito simples, basta olhar a realidade é com base nela explicar.",2,-2,neutro
Adolescentes ou bandidos?,1,-2,negativo
Seria este um governo com mãos sujas de sangue?? É uma dor muito grande ver o Brasil sendo transformado nisso aí por irresponsabilidade de seus governantes que brincam com armas. Com a palavra os defensores da liberação da posse indiscriminada de armas. Isto que recém liberaram a posse de armas. Atiradores fizeram disparos a esmo no horário do intervalo. ESSA TRAGÉDIA DEVERÁ SERVIR DE ALERTA PARA OS PLANOS DO BOLSONARO DE LIBERAR ARMAS PARA TODOS,3,-4,negativo
"Pronto, bozos. Conseguiram",1,-1,neutro
Malditos sejam os eleitores de Bolsonaro que incentivou e liberou o uso de armas! O sangue destas mortes está em suas mãos!,1,-4,negativo
"BOZO O LOUCO....

BOZO!",1,-2,negativo
Só desgraça esse ano,1,-2,negativo
Vocês que culpam Bolsonaro de tudo deveriam se tratar...Uma tragédia dessa com adolescentes e o povo falando bobagens...,2,-3,negativo
Malditos sejam os eleitores de Bolsonaro que incentivou e liberou o uso de armas! O sangue destas mortes está em suas mãos!,1,-4,negativo
Eu Avisei que Armar a População não dava certo o Povão quer Saber de Emprego e Qualidade de Vida não de Pistolas e Fuzis por isso Ê o Resultado da Liberação de Compra de Armas o Revólver a Pistola o Fuzil e são Discípulos de Bolsonaro que Prega o Ódio o Racismo a Intolerância o Preconceito o Fuzilamento das Pessoas o Feminicidio a Matança a Carnificina contra o Povão,3,-4,negativo
"Só lembrando, a essa legião de desenformados que querem opinar sobre segurança, lembrem-se daquela escola de Minas Gerais onde uma professora morreu tentando salvar os alunos, ele não precisou de nenhuma arma de fogo para praticar aquela barbaridade, apenas gasolina, e aquele terrorista que com um caminhão matou atropelado mais de sessenta pessoas na França, o problema não está nas armas e sim no ser humano.",3,-3,neutro
"AS VÍTIMAS da Maria do Ossário... O esquerdismo que criou a GERAÇÃO MANO, segue fazendo as vítimas de seu bandidtismo.... criaram a inimputabilidade de todas as formas...FOMENTANDO esses PesTinhas assassinos, a TOCAR O TERROR que planejavam ao doutriná-los em suas bandidagens. DESPETIZAR A NAÇÃO é um ponto de partida para amenizar essa herança maldita do lulo-petismo. PELO FIM DAS AUDIÊNCIAS DE CUSTÓDIAS e a CRIMINALIZAÇÃO independente da idade e SIM DO CRIME COMETIDO EM INSANAMENTES !",2,-3,negativo
