Comentário,notaPositiva,notaNegativa,Sentimento
Vamos comemorar!!! Todos fazendo arminha com a mão e dizendo: VIVA O FIM DE NOSSA APOSENTADORIA!! 😘,1,-2,negativo
Deicha rolar,1,-1,neutro
jorem as gazelas sindicalistas 😂😂😂vão trabalhar seus vagabundos,1,-2,negativo
"Excelente trabalho,tirar do pobre e dar para o rico 👉👉👉👉👌",2,-2,neutro
parabéns  meu presidente .sera que tem eleição  pra presidente  esse ano  ?quero votar no bolsonaro. ...(não aguento esperar até   até. 2022,3,-1,positivo
pro povo que não leu nada e só ouve informação de orelhada: https://economia.uol.com.br/noticias/redacao/2019/07/10/reforma-previdencia-como-sera-votacao.htm,1,-1,neutro
Mais uma vez sendo roubados!!!,1,-2,negativo
Se você  trabalhador tá trabalhando continui trabalhando pois o seu Bolsonaro  acabou com a aposentadoria  parabens vocês  conseguiram oque queriam,3,-1,positivo
"Reforma pra vc, regalias p mimhttps://www.google.com/amp/s/noticias.uol.com.br/politica/ultimas-noticias/2019/05/04/apenas-47-de-594-parlamentares-abriram-mao-de-apartamento-e-auxilio-moradia.amp.htm",1,-1,neutro
parabéns aos Deputados que votaram a favor da Reforma.Deus no comando.,2,-1,positivo
A reforma da previdência não vai salvar o Brasil não vai gerar empregos de carteira assinada e investimentos é uma farsa como a reforma trabalhista que todos viram os resultados e só facilitou as demissões e a reforma da previdência vai impedir os mais pobres de se aposentarem com os 40 anos de contribuição e idade mínima de 65 anos é pena de morte para a imensa maioria das pessoas que vão morrer antes de conseguir se aposentar,2,-4,negativo
"O dinheiro que seria poupado vai acabar sendo roubado por eles ( politicos ), portanto, sera tirado do trabalhador e transferidos para eles. Consequencia disto sera aumento da pobreza e enriquecimento desses salafatarios. Menos dinheiro circulando ocasionara diminuicao de prestacao de servicos, portanto aumentara a pobreza.",1,-2,negativo
A Classe  previlegiados foram os com as armas  na mão. ...He He He!,1,-1,neutro
VERGONHA NACIONAL,1,-3,negativo
Que nojo,1,-1,neutro
Quando vejo pobre sendo a favor da reforma da previdência me convenço que Pobre é coisa deprimente.🤔,2,-2,neutro
Parabéns para os deputados a favor da reforma.👏👏👏👏👏,2,-1,positivo
"Hoje o Presidente da República  RODRIGO MAIA sentenciou a grande parte dos brasileiros e brasileiras a trabalharem até morrer, hoje ficou escancarado o presidente do Brasil é Rodrigo Maia!!!",3,-2,positivo
Boa notícia,2,-1,positivo
"Brasil, Brasil, Brasil, Brasil, Brasil, Brasil, Brasil, Brasil!Vitória! Vitória! Vitória!Parabéns meu presidente Bolsonaro e a todos os deputados!Parabéns ao meu Brasil!Este é um país que vai pra frente, de gente unida e tão contente, é um país que canta, trabalha e se agiganta! É o Brasil do nosso AMOR!",3,-1,positivo
Se lasquemo,1,-1,neutro
E eu é que tenho Bandido de estimação !🤔,2,-2,neutro
"Bandido Bom é bandido morto,Mas ele ainda respira!🙄😠",2,-4,negativo
"Haddad 2022,pra acabar com esse massacre contra o povo pobre!",1,-2,negativo
"Primeiro grande passo para o Real desenvolvimento do país, parabéns aos deputados sensíveis ao projeto de Paulo Guedes",3,-1,positivo
379 deputados votaram sim a Reforma Hoje a esquerda novamente passou vergonha. 🤣,1,-3,negativo
"Dando 444 milhões aí é fácil!Ainda bem q sou empreendedor e nunca pretendo depender de aposentadoria. Mas fico muito triste em ver o futuro da maior parte da população e, principalmente, presenciar que muita gente está a favor. Lamentável!!!!Faz arminha q tudo se resolve.",3,-3,neutro
"Deforma da previdência, todos ferrados, só os ricos vão se dar bem.",2,-3,negativo
Vergonha. Quanto de dinheiro foi pago para cada deputado votar nessa reforma.,1,-3,negativo
"O povo pediu, o povo vai levar",1,-1,neutro
Deputados federais vagabundos sem vergonha Parabénsbozo nunca mais se aposentar ¥¥¥ ££££,1,-3,negativo
A reforma foi aprovada SOMENTE porque o governo comprou os votos de deputados corruptos.,1,-2,negativo
Isso é Brasil governado por comunista ladrões,1,-2,negativo
A reforma da escravidão está instituída no Brasil.,1,-2,negativo
"A próxima reforma tem que ser do código penal,mas essa eles não aprovam pq tem muito político bandido sustentado pelo crime organizado no Brasil.",1,-2,negativo
Tem comedor de pasto q ainda não entendeu a aprovação da reforma...preocupante !,2,-4,negativo
Aqueles que ganham 30 mil mais aposentadoria especial mais privilégios devem estar bem triste.,2,-3,negativo
"Um monte de desenformados dando os parabns aos politicos pela votação da previdencia não sou empregado tenho minha pequena empresa.mais vejo que mais uma vez que só os trabalhadores que vão pagar a conta,os politicos vão continuar com os seus privilegios.o problema do pais e os altos salarios dos politicos e seus conparças.começando pelos vereadores prefeitos secretarios seputados senadores o furo esta ai so não encherga que não quer ver.",2,-3,negativo
Povo preocupado em fumar maconha nunca trabalharam na vida afora estão todos preocupado com aposentadoria. Chora mais petralhada,1,-4,negativo
Eu era Feliz e não Sabia.,2,-1,positivo
Enquanto isso corta-se verbas para o Ensino Superior e investimentos em pesquisas. 🤬,3,-1,positivo
"Agora com certeza vão ganhar um belo AUMENTO DE SALARIO, porque fizeram o tema de casa e estão sendo aplaudidos .",1,-3,negativo
Um novo Brasil está nascendo  .,1,-1,neutro
Aos poucos vamos sair da crise. PARABÉNS Deputados,1,-2,negativo
Fazendo economia com o bolso do trabalhador.,1,-1,neutro
Grande dia 👍,3,-1,positivo
"só lembrar a partir de agora,no privado que tiver direito aposentaria especial,tem agora trabalhar até 55 anos ou seja exposto produtos químico ruídos,alta tensão elétrica muito bom parabéns. nossos deputados.",2,-3,negativo
que vergonha....da nojo...,1,-3,negativo
"Tropas des ladrão,  tirar direitos dos pobres para dar para ricos.",1,-2,negativo
E o PT como sempre na contramão do progresso e contra os trabalhadores uma vez que foram governo por 16 anos e não tiveram coragem de fazer qualquer reforma para o país e deixou os país quebrado e na sua maior crise da história e com 13 milhões de desempregados e os pobres migrando para a extrema pobreza !,2,-2,neutro
Acho ótimo seu Zé ninguém,1,-1,neutro
"Deputados corruptos fizeram a alegria da Globo, dos banqueiros, dos grandes empresários, mas amputaram um braço de cada trabalhador",3,-2,positivo
"Quando os trabalhadores e pobres abrirem os olhos será tarde ,mas aí tem mais que se f......... Pois foram avisados",1,-2,negativo
Esse pessoal dos comentarios ai tão com o bolso cheio de puxar o saco do presidente e de paulo guedes são tudo rico,1,-2,negativo
"Aprovado não, Comprado, arruma a notícia aí...👎😏",1,-1,neutro
"Tá bem é isso tomara que eu não sofra tanto depois dos 60 subindo em escadas para garantir segurança eletrônica para o povo até la quem sabe muda tudo,fase nada mais que fase muda o governo muda o discurso.",2,-4,negativo
"Claro, abriu o cofre, eles votam!",1,-2,negativo
Eu pergunto porque tantos deputados se eles votam conforme o partido ordena porque não eleger apenas um de cada partido? Seria uma economia enorme pra gente.,2,-2,neutro
Depois de hj o apocalipse deixou de ser uma ameaça e passou a ser uma solução.....,1,-4,negativo
Chupa pt.,1,-2,negativo
Só teve duas reformas que o PT apoiou e fez no Brasil!A reforma do sítio do Lula e a reforma do Triplex!,2,-1,positivo
"Parabéns aos deputados, que garantiram sua aposentadoria integral, bem como do Judiciário e dos militares, inclusive aos seus descendentes. Não perderam um penduricalho, nem um único privilégio a menos. Parabéns aos anencéfalos que apoiaram a miserabilização do povo trabalhador e a manutenção dos privilégios e mordomias da minoria. Grande passo para o desenvolvimento do país. Uma minoria que consome tudo de bom e melhor à custa de nossos impostos. A grande maioria sem condições de consumir nada. Vai Brasil 🇧🇷. Ordem e Progresso.",3,-1,positivo
"Nao so a favor nem contra a reforma mas esse rodrigo maia é um filho de ........ ele é q o demon.., t receba em breve",2,-2,neutro
"Essa reforma os mais pobres irão pagar a conta de uma iniciativa que, a rigor, não lhes trará qualquer benefício concreto. Enquanto categorias foram beneficiadas, outros sequer fizeram parte da reforma como os militares, que de lambuja emplacaram um plano de carreira com reajuste e gratificações, mas, o povo merece, pois afinal, elegeram esses deputados que votaram a favor, e o mito, que agora está saltitante, faceiro achando que isto resolverá o problema do pais.",2,-2,neutro
"Parabéns a quem pediu agora muitos só vão se aposentar depois que virarem caveiras! Triste um povo ignorante sem noção, vão pro buraco e carregam junto os direitos de todos! Parabéns",3,-3,neutro
Parabéns novo governo.O Brasil vai começar a próspera,1,-1,neutro
E verdade.,2,-1,positivo
Queria que fosse para os políticos também está regra.65 p a.,3,-1,positivo
Garanto que nem leram!!Já receberam propina para votar 🤷‍♂️,1,-1,neutro
"cabô o tomaládacá...ôpa., péra",1,-1,neutro
Lula tem que morrer na prisão,1,-2,negativo
"Pra essas pessoas que estão dando parabéns!! Vocês devem está tudo milionários? São tudo da mesma laia deles,que não pensam no bem do próximo, bando de Judas..",2,-2,neutro
Midia de Fundo de quintal  uma piada demais pergunta para midia qual país de primeiro  mundo  usa método usado pelo Brasil anos e anos responde  ai midia que tudo sabe e tudo tem solução 🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔,1,-4,negativo
Melhor notícia os mesmos que tão reclamando são os mesmos que tão agradecendo que os pontos da carteira foram de 20 pra 40 e que pra renovar de 5 pra dez anos.,2,-1,positivo
"Gente, esses reforma é boa pra todos né, isso quer dizer que políticos, juízes e toda a corja tem que ter o mesmo tempo de contrubuicao que o resto dos reles mortais? Ou só é bom para os pobres?",2,-4,negativo
